#Compound = En60fs40 crystalline   [Mg0.6Fe0.4SiO3]
#energy [keV], cross section [cm^2 H^-1]
#      energy      extinction      scattering      absorption
       6.7524000   2.1491858e-24   1.4822216e-24   6.6696417e-25
       6.7526000   2.1490308e-24   1.4821234e-24   6.6690740e-25
       6.7528000   2.1488759e-24   1.4820264e-24   6.6684954e-25
       6.7530000   2.1487156e-24   1.4819222e-24   6.6679336e-25
       6.7532000   2.1485606e-24   1.4818239e-24   6.6673672e-25
       6.7534000   2.1484058e-24   1.4817255e-24   6.6668026e-25
       6.7536000   2.1482455e-24   1.4816228e-24   6.6662269e-25
       6.7538000   2.1480907e-24   1.4815240e-24   6.6656668e-25
       6.7540000   2.1479357e-24   1.4814263e-24   6.6650942e-25
       6.7542000   2.1477755e-24   1.4813227e-24   6.6645282e-25
       6.7544000   2.1476208e-24   1.4812247e-24   6.6639607e-25
       6.7546000   2.1474658e-24   1.4811267e-24   6.6633917e-25
       6.7548000   2.1473057e-24   1.4810236e-24   6.6628209e-25
       6.7550000   2.1471509e-24   1.4809256e-24   6.6622531e-25
       6.7552000   2.1469959e-24   1.4808278e-24   6.6616812e-25
       6.7554000   2.1468359e-24   1.4807235e-24   6.6611242e-25
       6.7556000   2.1466811e-24   1.4806254e-24   6.6605569e-25
       6.7558000   2.1465211e-24   1.4805221e-24   6.6599895e-25
       6.7560000   2.1463662e-24   1.4804247e-24   6.6594148e-25
       6.7562000   2.1462115e-24   1.4803265e-24   6.6588492e-25
       6.7564000   2.1460515e-24   1.4802236e-24   6.6582787e-25
       6.7566000   2.1458967e-24   1.4801254e-24   6.6577138e-25
       6.7568000   2.1457422e-24   1.4800271e-24   6.6571514e-25
       6.7570000   2.1455821e-24   1.4799236e-24   6.6565847e-25
       6.7572000   2.1454273e-24   1.4798266e-24   6.6560065e-25
       6.7574000   2.1452728e-24   1.4797282e-24   6.6554460e-25
       6.7576000   2.1451127e-24   1.4796254e-24   6.6548727e-25
       6.7578000   2.1449581e-24   1.4795273e-24   6.6543089e-25
       6.7580000   2.1448034e-24   1.4794287e-24   6.6537473e-25
       6.7582000   2.1446434e-24   1.4793261e-24   6.6531734e-25
       6.7584000   2.1444889e-24   1.4792280e-24   6.6526093e-25
       6.7586000   2.1443290e-24   1.4791254e-24   6.6520358e-25
       6.7588000   2.1441746e-24   1.4790275e-24   6.6514702e-25
       6.7590000   2.1440200e-24   1.4789299e-24   6.6509009e-25
       6.7592000   2.1438599e-24   1.4788258e-24   6.6503415e-25
       6.7594000   2.1437055e-24   1.4787277e-24   6.6497783e-25
       6.7596000   2.1435510e-24   1.4786303e-24   6.6492064e-25
       6.7598000   2.1433912e-24   1.4785277e-24   6.6486357e-25
       6.7600000   2.1432367e-24   1.4784294e-24   6.6480722e-25
       6.7602000   2.1430820e-24   1.4783321e-24   6.6474990e-25
       6.7604000   2.1429224e-24   1.4782287e-24   6.6469368e-25
       6.7606000   2.1427677e-24   1.4781312e-24   6.6463649e-25
       6.7608000   2.1426081e-24   1.4780279e-24   6.6458024e-25
       6.7610000   2.1424536e-24   1.4779306e-24   6.6452304e-25
       6.7612000   2.1422991e-24   1.4778321e-24   6.6446708e-25
       6.7614000   2.1421394e-24   1.4777292e-24   6.6441016e-25
       6.7616000   2.1419850e-24   1.4776312e-24   6.6435376e-25
       6.7618000   2.1418254e-24   1.4775283e-24   6.6429705e-25
       6.7620000   2.1416709e-24   1.4774301e-24   6.6424080e-25
       6.7622000   2.1415165e-24   1.4773335e-24   6.6418296e-25
       6.7624000   2.1413569e-24   1.4772303e-24   6.6412663e-25
       6.7626000   2.1412025e-24   1.4771323e-24   6.6407014e-25
       6.7628000   2.1410483e-24   1.4770342e-24   6.6401419e-25
       6.7630000   2.1408886e-24   1.4769314e-24   6.6395716e-25
       6.7632000   2.1407342e-24   1.4768340e-24   6.6390018e-25
       6.7634000   2.1405747e-24   1.4767308e-24   6.6384394e-25
       6.7636000   2.1404203e-24   1.4766331e-24   6.6378719e-25
       6.7638000   2.1402662e-24   1.4765358e-24   6.6373043e-25
       6.7640000   2.1401066e-24   1.4764334e-24   6.6367314e-25
       6.7642000   2.1399523e-24   1.4763354e-24   6.6361686e-25
       6.7644000   2.1397928e-24   1.4762323e-24   6.6356051e-25
       6.7646000   2.1396385e-24   1.4761346e-24   6.6350397e-25
       6.7648000   2.1394844e-24   1.4760370e-24   6.6344743e-25
       6.7650000   2.1393249e-24   1.4759345e-24   6.6339037e-25
       6.7652000   2.1391707e-24   1.4758368e-24   6.6333389e-25
       6.7654000   2.1390112e-24   1.4757334e-24   6.6327784e-25
       6.7656000   2.1388568e-24   1.4756364e-24   6.6322040e-25
       6.7658000   2.1387029e-24   1.4755390e-24   6.6316386e-25
       6.7660000   2.1385434e-24   1.4754359e-24   6.6310748e-25
       6.7662000   2.1383892e-24   1.4753387e-24   6.6305054e-25
       6.7664000   2.1382299e-24   1.4752361e-24   6.6299372e-25
       6.7666000   2.1380757e-24   1.4751379e-24   6.6293772e-25
       6.7668000   2.1379164e-24   1.4750353e-24   6.6288116e-25
       6.7670000   2.1377623e-24   1.4749380e-24   6.6282428e-25
       6.7672000   2.1376082e-24   1.4748401e-24   6.6276805e-25
       6.7674000   2.1374489e-24   1.4747378e-24   6.6271110e-25
       6.7676000   2.1372948e-24   1.4746399e-24   6.6265492e-25
       6.7678000   2.1371356e-24   1.4745377e-24   6.6259785e-25
       6.7680000   2.1369815e-24   1.4744403e-24   6.6254125e-25
       6.7682000   2.1368221e-24   1.4743369e-24   6.6248518e-25
       6.7684000   2.1366683e-24   1.4742400e-24   6.6242826e-25
       6.7686000   2.1365142e-24   1.4741428e-24   6.6237147e-25
       6.7688000   2.1363551e-24   1.4740392e-24   6.6231589e-25
       6.7690000   2.1362010e-24   1.4739424e-24   6.6225857e-25
       6.7692000   2.1360417e-24   1.4738395e-24   6.6220216e-25
       6.7694000   2.1358879e-24   1.4737425e-24   6.6214545e-25
       6.7696000   2.1357286e-24   1.4736399e-24   6.6208866e-25
       6.7698000   2.1355748e-24   1.4735419e-24   6.6203293e-25
       6.7700000   2.1354209e-24   1.4734448e-24   6.6197605e-25
       6.7702000   2.1352617e-24   1.4733422e-24   6.6191941e-25
       6.7704000   2.1351080e-24   1.4732448e-24   6.6186318e-25
       6.7706000   2.1349487e-24   1.4731422e-24   6.6180647e-25
       6.7708000   2.1347948e-24   1.4730449e-24   6.6174991e-25
       6.7710000   2.1346356e-24   1.4729428e-24   6.6169281e-25
       6.7712000   2.1344818e-24   1.4728452e-24   6.6163656e-25
       6.7714000   2.1343227e-24   1.4727422e-24   6.6158058e-25
       6.7716000   2.1341689e-24   1.4726452e-24   6.6152372e-25
       6.7718000   2.1340153e-24   1.4725475e-24   6.6146779e-25
       6.7720000   2.1338561e-24   1.4724453e-24   6.6141083e-25
       6.7722000   2.1337023e-24   1.4723484e-24   6.6135390e-25
       6.7724000   2.1335434e-24   1.4722451e-24   6.6129825e-25
       6.7726000   2.1333896e-24   1.4721492e-24   6.6124043e-25
