#Compound = Hypersthene     [Mg1.502Fe0.498Si2O6]
#energy [keV], cross section [cm^2 H^-1]
#       energy     extinction      scattering      absorption
       6.7320000   1.9544973e-24   1.3572978e-24   5.9719947e-25
       6.7322000   1.9543651e-24   1.3572166e-24   5.9714847e-25
       6.7324000   1.9542332e-24   1.3571367e-24   5.9709650e-25
       6.7326000   1.9541011e-24   1.3570563e-24   5.9704474e-25
       6.7328000   1.9539438e-24   1.3569509e-24   5.9699291e-25
       6.7330000   1.9538118e-24   1.3568704e-24   5.9694136e-25
       6.7332000   1.9536797e-24   1.3567910e-24   5.9688867e-25
       6.7334000   1.9535225e-24   1.3566851e-24   5.9683738e-25
       6.7336000   1.9533905e-24   1.3566050e-24   5.9678552e-25
       6.7338000   1.9532586e-24   1.3565246e-24   5.9673391e-25
       6.7340000   1.9531012e-24   1.3564192e-24   5.9668199e-25
       6.7342000   1.9529693e-24   1.3563387e-24   5.9663061e-25
       6.7344000   1.9528374e-24   1.3562582e-24   5.9657920e-25
       6.7346000   1.9527054e-24   1.3561781e-24   5.9652729e-25
       6.7348000   1.9525484e-24   1.3560724e-24   5.9647592e-25
       6.7350000   1.9524163e-24   1.3559925e-24   5.9642387e-25
       6.7352000   1.9522844e-24   1.3559120e-24   5.9637240e-25
       6.7354000   1.9521272e-24   1.3558066e-24   5.9632059e-25
       6.7356000   1.9519953e-24   1.3557271e-24   5.9626823e-25
       6.7358000   1.9518636e-24   1.3556469e-24   5.9621664e-25
       6.7360000   1.9517064e-24   1.3555419e-24   5.9616453e-25
       6.7362000   1.9515745e-24   1.3554614e-24   5.9611314e-25
       6.7364000   1.9514428e-24   1.3553812e-24   5.9606165e-25
       6.7366000   1.9513109e-24   1.3553011e-24   5.9600978e-25
       6.7368000   1.9511540e-24   1.3551954e-24   5.9595862e-25
       6.7370000   1.9510221e-24   1.3551158e-24   5.9590625e-25
       6.7372000   1.9508902e-24   1.3550362e-24   5.9585404e-25
       6.7374000   1.9507333e-24   1.3549307e-24   5.9580260e-25
       6.7376000   1.9506015e-24   1.3548501e-24   5.9575131e-25
       6.7378000   1.9504698e-24   1.3547703e-24   5.9569951e-25
       6.7380000   1.9503128e-24   1.3546646e-24   5.9564813e-25
       6.7382000   1.9501810e-24   1.3545844e-24   5.9559650e-25
       6.7384000   1.9500493e-24   1.3545043e-24   5.9554495e-25
       6.7386000   1.9499175e-24   1.3544242e-24   5.9549336e-25
       6.7388000   1.9497606e-24   1.3543191e-24   5.9544151e-25
       6.7390000   1.9496289e-24   1.3542397e-24   5.9538917e-25
